Column,Row,Cell Nuclei / mm^2,Evaluated Area [mm^2],Estimated Total Cell Count,Total Granule Count,Cell Nucleus,Contrast,Size [um^2],Intensity,Roughness,Granularity,Granule Intensity,Granule Count,Longishness,Compactness
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
Timespan (h):,0,,,,,,,,,,,,,,
9,E,7.77E+01,1.15E+01,9.75E+02,3.42E+03,893,2.46E-01,2.10E+02,1.35E+02,4.92E+01,9.89E-01,1.63E+02,3.83E+00,1.35E+00,7.85E-01
9,F,7.25E+01,1.15E+01,9.24E+02,3.03E+03,834,2.56E-01,2.01E+02,1.36E+02,5.57E+01,9.68E-01,1.67E+02,3.64E+00,1.35E+00,7.82E-01
9,G,5.95E+01,1.15E+01,7.64E+02,2.50E+03,684,2.45E-01,2.05E+02,1.34E+02,4.95E+01,9.59E-01,1.63E+02,3.66E+00,1.33E+00,7.86E-01
10,B,6.09E+01,1.15E+01,7.74E+02,2.63E+03,700,2.55E-01,2.10E+02,1.34E+02,5.35E+01,9.46E-01,1.65E+02,3.76E+00,1.33E+00,7.86E-01
10,C,6.91E+01,1.15E+01,8.85E+02,3.03E+03,795,2.52E-01,2.12E+02,1.32E+02,4.97E+01,9.63E-01,1.62E+02,3.81E+00,1.35E+00,7.83E-01
10,D,9.04E+01,1.15E+01,1.20E+03,5.24E+03,1040,2.48E-01,2.95E+02,1.36E+02,4.84E+01,9.41E-01,1.65E+02,5.04E+00,1.41E+00,7.74E-01
10,E,7.28E+01,1.15E+01,9.16E+02,3.27E+03,837,2.50E-01,2.11E+02,1.34E+02,5.00E+01,9.81E-01,1.64E+02,3.90E+00,1.34E+00,7.90E-01
10,F,8.73E+01,1.15E+01,1.12E+03,3.74E+03,1004,2.47E-01,2.04E+02,1.36E+02,5.22E+01,9.78E-01,1.65E+02,3.72E+00,1.35E+00,7.86E-01
10,G,5.03E+01,1.15E+01,6.63E+02,2.11E+03,579,2.48E-01,2.01E+02,1.36E+02,5.70E+01,9.89E-01,1.67E+02,3.65E+00,1.32E+00,7.86E-01
11,B,6.77E+01,1.15E+01,8.47E+02,2.89E+03,778,2.50E-01,2.06E+02,1.33E+02,5.36E+01,9.63E-01,1.64E+02,3.72E+00,1.33E+00,7.88E-01
11,C,6.06E+01,1.15E+01,7.60E+02,2.74E+03,697,2.53E-01,2.19E+02,1.34E+02,4.90E+01,9.46E-01,1.63E+02,3.92E+00,1.32E+00,7.91E-01
11,D,5.54E+01,1.15E+01,7.10E+02,2.46E+03,637,2.51E-01,2.16E+02,1.33E+02,5.06E+01,9.70E-01,1.62E+02,3.87E+00,1.38E+00,7.77E-01
11,E,8.24E+01,1.15E+01,1.05E+03,3.56E+03,948,2.44E-01,2.07E+02,1.35E+02,5.01E+01,9.84E-01,1.64E+02,3.75E+00,1.34E+00,7.86E-01
11,F,5.66E+01,1.15E+01,7.00E+02,2.41E+03,651,2.45E-01,2.09E+02,1.32E+02,4.91E+01,9.45E-01,1.60E+02,3.70E+00,1.34E+00,7.83E-01
11,G,5.30E+01,1.15E+01,6.75E+02,2.33E+03,609,2.52E-01,2.07E+02,1.39E+02,5.80E+01,1.00E+00,1.70E+02,3.82E+00,1.32E+00,7.92E-01
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,
Timespan (h):,50.3628,,,,,,,,,,,,,,
2,B,4.22E+01,1.15E+01,5.45E+02,1.90E+03,485,2.62E-01,2.21E+02,1.30E+02,5.22E+01,9.76E-01,1.60E+02,3.91E+00,1.38E+00,7.76E-01
2,C,6.46E+01,1.15E+01,7.96E+02,2.87E+03,743,2.61E-01,2.14E+02,1.32E+02,5.46E+01,9.63E-01,1.64E+02,3.86E+00,1.34E+00,7.83E-01
2,D,5.97E+01,1.15E+01,7.44E+02,2.75E+03,686,2.52E-01,2.24E+02,1.31E+02,4.97E+01,9.50E-01,1.61E+02,4.01E+00,1.32E+00,7.88E-01
2,E,5.59E+01,1.15E+01,6.94E+02,2.51E+03,643,2.55E-01,2.20E+02,1.32E+02,5.01E+01,9.55E-01,1.62E+02,3.90E+00,1.34E+00,7.84E-01
2,F,6.24E+01,1.15E+01,7.66E+02,2.98E+03,718,2.68E-01,2.22E+02,1.36E+02,5.34E+01,1.02E+00,1.69E+02,4.15E+00,1.34E+00,7.86E-01
2,G,5.25E+01,1.15E+01,6.50E+02,2.28E+03,604,2.60E-01,2.13E+02,1.32E+02,5.56E+01,9.56E-01,1.64E+02,3.78E+00,1.34E+00,7.82E-01
3,B,7.74E+01,1.15E+01,9.65E+02,3.49E+03,890,2.55E-01,2.23E+02,1.29E+02,5.04E+01,9.28E-01,1.58E+02,3.92E+00,1.33E+00,7.85E-01
